ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,TotalChildren,Dt_Customer,Recency,AmtLiq,AmtVege,AmtNonVeg,AmtPes,AmtChocolates,AmtComm,AmtTotal,NumDeals,NumWebBuy,NumWalkinPur,NumVisits,Response,Complain,Country,Count_success
6383,1972,54,Doctorate (PhD),Cohabiting,32892,1,0,1,25/05/2014,78,26,0,15,2,1,2,46,2,3,3,8,0,0,South Africa,0
10536,1972,54,Doctorate (PhD),Cohabiting,32892,1,0,1,25/05/2014,78,26,0,15,2,1,2,46,2,3,3,8,0,0,Spain,0
6036,1960,66,Masters Degree,Cohabiting,89120,0,0,0,17/03/2014,78,1168,92,408,72,129,55,1924,1,5,7,1,0,0,Spain,1
11092,1962,64,Bachelors Degree,Married,27116,1,1,2,02/03/2014,78,12,1,21,2,2,3,41,2,2,3,7,0,0,South Africa,0
538,1990,36,Bachelors Degree,Single,46107,1,0,1,10/02/2014,78,31,9,27,16,9,33,125,1,1,4,3,0,0,South Africa,0
10022,1974,52,Doctorate (PhD),Single,54466,1,1,2,09/02/2014,78,12,0,4,0,0,0,16,1,1,2,5,0,0,Spain,0
10157,1966,60,Bachelors Degree,Single,59686,0,1,1,25/01/2014,78,89,15,89,34,42,5,274,1,4,6,4,0,0,Canada,0
3503,1951,75,Bachelors Degree,Divorced,82460,0,0,0,02/12/2013,78,255,47,573,52,32,15,974,1,5,6,1,0,0,South Africa,0
146,1961,65,Doctorate (PhD),Single,76045,0,0,0,15/11/2013,78,760,53,400,17,93,0,1323,1,4,11,2,0,0,Spain,1
5538,1976,50,Bachelors Degree,Divorced,83829,0,0,0,08/10/2013,78,897,161,430,186,161,27,1862,0,4,6,1,1,0,Spain,3
4227,1969,57,Masters Degree,Cohabiting,32889,1,1,2,06/09/2013,78,28,0,13,4,2,8,55,3,2,3,5,0,0,Spain,0
6634,1980,46,Masters Degree,Divorced,33462,1,0,1,07/08/2013,78,22,3,18,0,0,11,54,1,2,3,7,0,0,South Africa,0
8916,1976,50,Bachelors Degree,Divorced,36627,2,0,2,23/07/2013,78,9,1,5,0,0,1,16,1,0,3,5,0,0,South Africa,0
6460,1983,43,Bachelors Degree,Married,28718,1,0,1,13/07/2013,78,12,4,6,11,8,16,57,2,2,3,8,0,0,India,0
5883,1973,53,Bachelors Degree,Married,77981,1,0,1,26/05/2013,78,138,120,204,16,126,60,664,3,7,7,5,0,0,Spain,0
10091,1957,69,Bachelors Degree,Single,60230,0,1,1,20/05/2013,78,520,20,367,39,81,40,1067,2,6,6,5,0,0,Spain,0
697,1970,56,Bachelors Degree,Cohabiting,74918,0,0,0,12/03/2013,78,972,59,913,25,19,59,2047,1,5,6,3,0,0,Spain,1
2607,1954,72,Bachelors Degree,Single,40464,0,1,1,11/01/2013,78,424,17,118,7,23,41,630,6,8,8,8,0,0,Spain,0
8427,1957,69,Masters Degree,Single,64857,0,0,0,23/11/2012,78,556,14,717,210,0,43,1540,1,7,10,4,0,0,Spain,0
217,1957,69,Masters Degree,Single,64857,0,0,0,23/11/2012,78,556,14,717,210,0,43,1540,1,7,10,4,0,0,Canada,0
6202,1961,65,Bachelors Degree,Cohabiting,63381,0,1,1,05/10/2012,78,571,50,142,33,50,159,1005,4,4,13,2,0,0,Spain,0
10648,1983,43,Postgraduate,Cohabiting,66664,0,0,0,25/09/2012,78,398,96,447,220,96,32,1289,1,5,6,3,0,0,Spain,0
5120,1983,43,Postgraduate,Cohabiting,66664,0,0,0,25/09/2012,78,398,96,447,220,96,32,1289,1,5,6,3,0,0,South Africa,0
6749,1967,59,Bachelors Degree,Single,86358,1,1,2,08/08/2012,78,957,47,494,82,47,95,1722,4,5,6,8,0,0,Spain,0
1584,1978,48,Bachelors Degree,Married,41443,1,0,1,01/04/2014,79,171,7,171,25,19,89,482,6,8,5,8,0,0,South Africa,0
9559,1962,64,Doctorate (PhD),Married,57072,0,1,1,24/01/2014,79,944,0,60,0,0,30,1034,2,7,13,5,0,0,Canada,1
771,1968,58,Bachelors Degree,Cohabiting,54178,0,1,1,21/01/2014,79,135,9,39,4,0,7,194,1,2,5,2,0,0,Germany,0
5237,1951,75,Doctorate (PhD),Single,48767,1,2,3,01/01/2014,79,28,1,21,3,0,10,63,3,2,3,5,0,0,Australia,0
2461,1956,70,Masters Degree,Single,51124,1,1,2,18/12/2013,79,26,1,11,0,1,4,43,2,1,3,3,0,0,Canada,0
5474,1971,55,Bachelors Degree,Single,43020,1,0,1,30/11/2013,79,45,7,99,4,25,43,223,3,4,4,6,0,0,United States,0
2895,1964,62,Bachelors Degree,Single,49980,0,1,1,23/10/2013,79,104,1,54,13,9,14,195,2,3,5,5,0,0,India,0
7972,1956,70,Bachelors Degree,Single,72906,0,0,0,17/09/2013,79,400,32,519,71,75,54,1151,1,3,9,1,0,0,Spain,0
10067,1977,49,Postgraduate,Cohabiting,25176,1,1,2,10/08/2013,79,4,0,4,0,0,5,13,1,1,2,7,0,0,Germany,0
500,1978,48,Bachelors Degree,Cohabiting,96876,0,0,0,06/08/2013,79,908,43,735,40,194,21,1941,1,7,9,2,1,0,Spain,3
922,1980,46,Postgraduate,Married,31086,1,1,2,04/05/2013,79,16,2,11,3,0,16,48,2,1,2,8,0,0,Germany,1
2861,1984,42,Bachelors Degree,Single,24072,1,0,1,16/04/2013,79,9,1,6,3,0,4,23,1,1,2,8,0,0,Spain,0
375,1955,71,Bachelors Degree,Divorced,76773,0,0,0,25/02/2013,79,516,56,449,86,33,16,1156,1,2,11,1,0,0,Spain,0
10936,1966,60,Bachelors Degree,Married,72190,0,0,0,13/02/2013,79,597,166,597,172,166,249,1947,1,5,4,3,0,0,Australia,0
10314,1949,77,Doctorate (PhD),Married,83837,0,0,0,16/12/2012,79,847,66,119,86,89,111,1318,1,9,5,4,1,0,India,2
4240,1979,47,Bachelors Degree,Married,17345,1,0,1,03/11/2012,79,4,9,16,17,0,12,58,2,2,2,8,0,0,Spain,0
2674,1959,67,Masters Degree,Single,75154,0,1,1,04/09/2012,79,543,10,205,160,143,82,1143,1,6,6,3,1,0,United States,0
2563,1962,64,Secondary Education,Married,28249,0,0,0,15/06/2014,80,1,9,7,2,14,10,43,1,2,3,6,0,0,India,0
8312,1962,64,Secondary Education,Married,28249,0,0,0,15/06/2014,80,1,9,7,2,14,10,43,1,2,3,6,0,0,Spain,0
6999,1981,45,Masters Degree,Married,69661,0,0,0,13/05/2014,80,656,16,106,32,16,8,834,1,7,12,3,0,0,India,0
7574,1980,46,Doctorate (PhD),Cohabiting,27922,1,0,1,10/05/2014,80,11,0,13,2,4,11,41,1,2,3,4,0,0,South Africa,0
5223,1967,59,Masters Degree,Cohabiting,45903,0,1,1,23/04/2014,80,33,8,10,2,10,3,66,2,2,3,4,0,0,South Africa,0
2952,1978,48,Masters Degree,Single,36273,1,0,1,16/04/2014,80,29,3,30,3,2,9,76,2,3,3,6,0,0,Spain,0
7683,1969,57,Masters Degree,Married,70777,0,1,1,25/02/2014,80,554,35,113,0,7,78,787,3,5,12,3,0,0,Spain,0
9481,1977,49,Bachelors Degree,Married,17148,1,0,1,28/01/2014,80,9,9,11,13,10,16,68,4,3,3,8,0,0,Canada,0
9907,1970,56,Masters Degree,Cohabiting,66476,0,1,1,04/12/2013,80,742,28,152,25,9,57,1013,2,6,10,4,0,0,Germany,0
5454,1980,46,Masters Degree,Married,45057,1,0,1,01/12/2013,80,37,0,7,3,0,3,50,1,2,3,5,0,0,United States,0
3798,1969,57,Bachelors Degree,Married,41120,1,1,2,06/11/2013,80,24,2,23,0,8,24,81,3,2,3,6,0,0,Spain,0
4259,1987,39,Masters Degree,Single,19485,2,0,2,24/09/2013,80,6,0,4,0,0,0,10,1,1,2,7,0,0,India,0
2549,1984,42,Doctorate (PhD),Cohabiting,21840,1,0,1,21/07/2013,80,17,0,9,0,0,1,27,1,1,3,9,0,0,Spain,0
6437,1986,40,Postgraduate,Single,41473,1,0,1,19/06/2013,80,21,8,20,15,3,9,76,1,2,3,7,0,0,Spain,0
2488,1957,69,Postgraduate,Divorced,31395,1,1,2,23/03/2013,80,23,1,25,0,8,7,64,4,2,3,6,0,0,Spain,0
3945,1948,78,Doctorate (PhD),Widow,68117,0,1,1,10/03/2013,80,618,44,215,0,17,36,930,2,11,4,6,1,0,Spain,1
702,1976,50,Postgraduate,Widow,47682,0,1,1,15/02/2013,80,162,61,83,97,57,61,521,4,4,8,5,0,0,Spain,0
9010,1973,53,Masters Degree,Married,83151,0,0,0,10/02/2013,80,968,147,842,137,42,210,2346,1,5,10,2,1,0,Spain,3
9710,1970,56,Doctorate (PhD),Divorced,58086,0,1,1,20/01/2013,80,708,7,62,0,0,15,792,2,11,7,8,0,0,Spain,0
1509,1959,67,Doctorate (PhD),Cohabiting,84460,0,0,0,04/01/2013,80,152,27,103,106,54,81,523,0,9,4,5,1,0,Spain,4
9120,1963,63,Bachelors Degree,Single,66565,0,1,1,05/12/2012,80,747,10,161,65,40,42,1065,4,4,9,8,0,0,Spain,0
5252,1970,56,Bachelors Degree,Divorced,23910,1,0,1,26/10/2012,80,16,12,18,7,1,13,67,1,2,3,7,0,0,Spain,0
5959,1969,57,Bachelors Degree,Single,35893,1,1,2,15/10/2012,80,158,0,23,0,0,18,199,6,3,5,8,0,0,India,0
7441,1974,52,Bachelors Degree,Divorced,71128,1,0,1,06/10/2012,80,958,159,447,20,0,31,1615,3,2,12,7,0,0,United States,0
4271,1990,36,Postgraduate,Cohabiting,38683,1,0,1,04/10/2012,80,46,35,69,84,41,66,341,6,4,6,7,0,0,India,0
4095,1972,54,Bachelors Degree,Married,37150,1,0,1,11/09/2012,80,167,37,64,49,34,116,467,8,4,6,7,0,0,United States,0
8852,1977,49,Bachelors Degree,Married,61064,0,1,1,31/08/2012,80,387,126,342,0,45,180,1080,5,8,11,6,0,0,Spain,0
7698,1977,49,Doctorate (PhD),Married,51650,0,1,1,11/05/2014,81,152,3,22,2,5,7,191,1,4,4,5,0,0,India,0
4174,1957,69,Masters Degree,Cohabiting,55249,0,1,1,17/04/2014,81,97,1,19,2,0,11,130,1,2,4,3,0,0,Spain,0
3182,1974,52,Doctorate (PhD),Single,46854,1,1,2,31/03/2014,81,96,1,79,7,1,79,263,6,5,3,8,1,0,India,1
193,1997,29,Secondary Education,Married,14421,0,0,0,17/02/2014,81,0,0,2,3,3,8,16,1,1,2,5,0,0,Spain,1
5229,1970,56,Doctorate (PhD),Cohabiting,54132,0,1,1,16/02/2014,81,30,1,8,0,0,3,42,1,1,3,7,0,0,Germany,0
5555,1976,50,Bachelors Degree,Divorced,153924,0,0,0,07/02/2014,81,1,1,1,1,1,1,6,0,0,0,0,0,0,Spain,0
7732,1979,47,Bachelors Degree,Married,64813,1,0,1,02/01/2014,81,293,0,124,179,97,52,745,1,7,10,5,0,0,Spain,0
310,1971,55,Masters Degree,Married,61872,0,1,1,13/12/2013,81,330,5,159,36,27,16,573,4,4,9,4,0,0,Canada,0
6261,1980,46,Bachelors Degree,Married,58025,0,1,1,26/11/2013,81,270,31,88,11,48,22,470,3,3,10,4,0,0,India,0
6274,1949,77,Masters Degree,Married,83790,0,0,0,15/11/2013,81,1076,16,417,42,48,16,1615,1,8,6,3,0,0,South Africa,2
1655,1980,46,Bachelors Degree,Cohabiting,34350,1,0,1,19/10/2013,81,16,3,15,2,1,11,48,1,1,3,7,0,0,Australia,0
2740,1959,67,Doctorate (PhD),Widow,33438,1,1,2,22/09/2013,81,62,1,16,3,2,6,90,4,2,4,5,0,0,Spain,0
4328,1987,39,Postgraduate,Married,21955,1,0,1,07/09/2013,81,5,1,7,17,14,11,55,2,2,3,6,0,0,Spain,0
17,1972,54,Doctorate (PhD),Married,60491,0,1,1,06/09/2013,81,637,47,237,12,19,76,1028,4,6,7,5,0,0,Spain,0
9153,1965,61,Doctorate (PhD),Married,59304,0,1,1,29/07/2013,81,418,61,428,80,51,10,1048,3,7,10,5,0,0,Spain,0
520,1975,51,Bachelors Degree,Married,34421,1,0,1,01/07/2013,81,3,3,7,6,2,9,30,1,1,2,7,0,0,Spain,0
8372,1975,51,Bachelors Degree,Married,34421,1,0,1,01/07/2013,81,3,3,7,6,2,9,30,1,1,2,7,0,0,South Africa,0
73,1954,72,Doctorate (PhD),Single,51411,1,2,3,26/05/2013,81,14,0,3,0,0,1,18,1,0,3,5,0,0,India,0
2002,1959,67,Bachelors Degree,Divorced,71964,0,0,0,20/05/2013,81,587,51,932,180,34,86,1870,1,5,5,3,0,0,Spain,0
6059,1954,72,Doctorate (PhD),Cohabiting,64504,1,2,3,04/03/2013,81,986,36,168,16,0,108,1314,7,11,4,7,1,0,Spain,0
11166,1962,64,Bachelors Degree,Married,49678,0,1,1,02/02/2013,81,229,5,56,3,2,20,315,2,6,4,7,0,0,Spain,0
6257,1977,49,Masters Degree,Single,60482,0,1,1,23/01/2013,81,255,43,134,37,14,24,507,1,7,7,7,0,0,South Africa,0
9224,1973,53,Doctorate (PhD),Single,55260,0,1,1,12/12/2012,81,825,8,53,11,0,242,1139,2,8,5,6,0,0,South Africa,0
8732,1970,56,Masters Degree,Widow,67369,0,1,1,17/11/2012,81,1298,0,70,37,14,42,1461,4,7,10,4,1,0,Spain,2
955,1963,63,Masters Degree,Cohabiting,47175,1,1,2,28/10/2012,81,167,2,44,6,2,19,240,7,4,4,8,1,0,South Africa,1
4910,1968,58,Bachelors Degree,Divorced,68743,0,0,0,30/08/2012,81,1132,134,384,175,134,115,2074,1,11,13,7,0,0,United States,0
564,1982,44,Doctorate (PhD),Cohabiting,56937,1,0,1,04/08/2012,81,746,8,125,11,8,8,906,7,8,9,6,1,0,Spain,1
8931,1987,39,Bachelors Degree,Cohabiting,83033,1,0,1,18/05/2014,82,812,99,431,237,149,33,1761,1,11,10,5,0,0,South Africa,1
1998,1977,49,Bachelors Degree,Single,37697,1,0,1,07/02/2014,82,34,6,21,11,4,8,84,1,2,3,6,0,0,India,0
1250,1977,49,Bachelors Degree,Single,37697,1,0,1,07/02/2014,82,34,6,21,11,4,8,84,1,2,3,6,0,0,Spain,0
8397,1952,74,Bachelors Degree,Married,44689,1,1,2,10/01/2014,82,18,0,5,0,0,11,34,2,1,2,7,0,0,Spain,1
9672,1971,55,Postgraduate,Married,23162,1,1,2,21/12/2013,82,8,3,9,19,4,22,65,3,1,3,6,0,0,Canada,0
2125,1960,66,Bachelors Degree,Divorced,63033,0,0,0,15/11/2013,82,194,61,480,225,112,30,1102,1,3,8,2,0,0,United States,0
5975,1968,58,Doctorate (PhD),Single,40304,1,0,1,30/09/2013,82,37,0,17,0,0,3,57,1,2,3,7,0,0,Canada,0
983,1985,41,Bachelors Degree,Married,40059,1,0,1,28/09/2013,82,110,29,92,28,10,145,414,1,6,3,8,0,0,United States,1
9938,1955,71,Bachelors Degree,Married,80067,0,0,0,19/09/2013,82,519,17,813,27,173,51,1600,1,4,6,2,0,0,India,1
4385,1982,44,Doctorate (PhD),Single,36038,1,0,1,31/05/2013,82,23,0,15,0,2,7,47,2,3,3,6,0,0,Spain,0
803,1969,57,Bachelors Degree,Cohabiting,40521,1,1,2,05/04/2013,82,12,0,5,0,0,4,21,1,0,2,5,0,0,Spain,0
10675,1957,69,Doctorate (PhD),Married,66334,0,1,1,03/04/2013,82,909,11,218,0,0,23,1161,2,9,5,5,1,0,Spain,0
7004,1985,41,Bachelors Degree,Single,11012,1,0,1,16/03/2013,82,24,3,26,7,1,23,84,3,3,2,9,0,0,India,1
4432,1977,49,Bachelors Degree,Divorced,31615,1,0,1,16/03/2013,82,2,3,20,6,11,9,51,2,2,3,7,0,0,Spain,0
4475,1950,76,Doctorate (PhD),Married,69098,0,0,0,16/02/2013,82,1315,22,780,145,0,178,2440,1,7,9,5,0,0,Spain,0
10868,1952,74,Bachelors Degree,Widow,70792,0,0,0,06/02/2013,82,344,45,654,104,11,114,1272,2,3,10,3,0,0,Spain,0
6742,1980,46,Bachelors Degree,Married,17688,1,0,1,13/01/2013,82,2,2,1,3,1,2,11,1,1,2,8,0,1,Spain,0
5692,1990,36,Secondary Education,Married,25443,1,0,1,22/12/2012,82,1,4,3,8,9,7,32,1,1,3,8,0,0,South Africa,0
339,1973,53,Doctorate (PhD),Married,57091,0,1,1,23/11/2012,82,462,0,24,6,0,4,496,2,9,5,7,1,0,Spain,1
10398,1982,44,Postgraduate,Single,24336,1,0,1,27/08/2012,82,1,6,2,8,2,12,31,1,1,2,7,0,0,Spain,0
8017,1982,44,Postgraduate,Married,51111,1,1,2,19/06/2014,83,22,0,19,6,5,3,55,2,2,3,6,0,0,South Africa,0
3722,1973,53,Bachelors Degree,Single,44503,1,1,2,16/04/2014,83,31,1,8,0,0,8,48,2,2,3,6,0,0,Spain,0
7326,1972,54,Masters Degree,Married,56850,0,1,1,23/03/2014,83,34,1,19,2,7,0,63,1,1,3,2,0,0,Canada,0
2416,1970,56,Doctorate (PhD),Single,66582,0,0,0,03/03/2014,83,789,25,420,16,38,0,1288,1,2,9,1,0,0,Spain,0
1878,1986,40,Postgraduate,Married,23148,0,0,0,18/02/2014,83,4,6,8,6,3,10,37,1,2,3,7,0,0,Spain,0
5278,1965,61,Bachelors Degree,Married,82224,0,0,0,25/01/2014,83,307,26,360,138,31,40,902,1,6,5,3,0,0,Germany,1
5734,1975,51,Doctorate (PhD),Married,61917,1,1,2,20/11/2013,83,46,4,36,2,2,1,91,1,2,4,5,0,0,Spain,0
4370,1967,59,Bachelors Degree,Cohabiting,43482,2,1,3,13/11/2013,83,18,1,32,6,3,28,88,3,2,4,6,0,0,India,0
8405,1980,46,Bachelors Degree,Divorced,68274,1,1,2,30/09/2013,83,135,25,51,23,25,46,305,2,4,5,3,0,0,South Africa,0
7617,1975,51,Bachelors Degree,Single,42373,1,1,2,15/08/2013,83,67,5,61,3,8,19,163,5,2,5,5,0,0,Spain,0
6376,1980,46,Bachelors Degree,Single,57537,1,0,1,10/06/2013,83,191,56,139,51,8,100,545,4,4,8,4,0,0,Australia,0
2150,1959,67,Doctorate (PhD),Widow,80995,0,1,1,11/05/2013,83,860,28,409,73,56,56,1482,1,8,4,4,0,0,Canada,0
7386,1977,49,Bachelors Degree,Divorced,30992,1,0,1,22/04/2013,83,17,0,14,7,3,2,43,1,1,3,7,0,0,Canada,0
11088,1972,54,Doctorate (PhD),Cohabiting,78642,0,1,1,21/04/2013,83,1396,0,322,46,35,17,1816,1,4,4,6,0,0,Spain,0
5185,1956,70,Bachelors Degree,Married,74268,0,0,0,14/02/2013,83,199,66,315,97,174,41,892,1,4,5,2,0,0,South Africa,0
3523,1963,63,Bachelors Degree,Cohabiting,75072,0,1,1,23/01/2013,83,583,34,309,0,22,125,1073,2,5,8,3,0,0,Spain,0
55,1964,62,Bachelors Degree,Cohabiting,56253,0,1,1,07/12/2012,83,509,0,65,7,11,5,597,4,7,9,6,0,0,Spain,0
3807,1956,70,Bachelors Degree,Cohabiting,59925,0,1,1,30/11/2012,83,473,21,176,19,21,56,766,3,9,9,6,0,0,Spain,0
2453,1961,65,Bachelors Degree,Cohabiting,62807,0,1,1,31/08/2012,83,526,28,135,10,21,99,819,3,5,12,5,0,0,Spain,0
7787,1961,65,Bachelors Degree,Cohabiting,62807,0,1,1,31/08/2012,83,526,28,135,10,21,99,819,3,5,12,5,0,0,Canada,0
2230,1971,55,Doctorate (PhD),Married,23626,1,0,1,24/05/2014,84,27,2,14,0,0,0,43,3,3,3,5,0,0,Germany,0
8146,1977,49,Masters Degree,Cohabiting,46106,1,1,2,11/05/2014,84,30,0,8,2,0,14,54,1,1,2,6,0,0,South Africa,0
988,1966,60,Bachelors Degree,Married,81168,0,0,0,07/05/2014,84,410,0,592,147,22,22,1193,1,6,7,3,0,0,Spain,1
4832,1980,46,Bachelors Degree,Married,27244,1,0,1,07/03/2014,84,6,5,17,3,24,46,101,2,2,2,7,0,0,Spain,0
3152,1958,68,Bachelors Degree,Cohabiting,26091,1,1,2,25/02/2014,84,15,10,19,8,17,20,89,3,2,3,5,0,0,India,0
11188,1958,68,Bachelors Degree,Cohabiting,26091,1,1,2,25/02/2014,84,15,10,19,8,17,20,89,3,2,3,5,0,0,Spain,0
361,1970,56,Masters Degree,Married,43142,1,1,2,18/02/2014,84,5,1,7,2,1,4,20,1,1,2,7,0,0,Australia,0
5939,1972,54,Bachelors Degree,Cohabiting,38232,1,1,2,17/01/2014,84,43,5,28,7,6,33,122,4,3,3,5,0,0,Spain,0
9349,1986,40,Bachelors Degree,Married,92533,0,0,0,19/12/2013,84,693,21,118,110,147,42,1131,1,6,11,2,0,0,Germany,2
819,1946,80,Bachelors Degree,Widow,63285,0,0,0,05/11/2013,84,508,124,249,50,38,134,1103,1,6,13,3,0,0,Spain,0
10120,1956,70,Bachelors Degree,Cohabiting,38946,0,1,1,24/10/2013,84,116,6,82,6,6,41,257,2,3,6,5,0,0,United States,0
4541,1956,70,Bachelors Degree,Cohabiting,38946,0,1,1,24/10/2013,84,116,6,82,6,6,41,257,2,3,6,5,0,0,Canada,0
2456,1976,50,Doctorate (PhD),Married,40233,0,1,1,14/10/2013,84,80,4,46,0,17,2,149,5,2,5,6,0,0,South Africa,0
2516,1970,56,Postgraduate,Married,46831,1,1,2,08/06/2013,84,22,2,10,6,4,34,78,2,1,2,4,0,0,Spain,0
11013,1988,38,Bachelors Degree,Cohabiting,67605,0,0,0,31/03/2013,84,336,28,282,184,54,54,938,1,2,6,1,0,0,Spain,0
9988,1977,49,Masters Degree,Single,70379,0,1,1,03/03/2013,84,553,25,142,65,67,8,860,3,6,13,4,0,0,Canada,0
1627,1958,68,Postgraduate,Divorced,77297,0,0,0,26/01/2013,84,408,61,109,48,122,41,789,1,5,9,4,0,0,Spain,1
1490,1963,63,Bachelors Degree,Married,55759,0,1,1,28/11/2012,84,675,0,85,10,7,77,854,5,10,8,8,0,0,Canada,0
6710,1952,74,Masters Degree,Single,58217,2,1,3,17/11/2012,84,68,1,13,3,5,13,103,1,2,4,6,0,0,Spain,0
7375,1977,49,Bachelors Degree,Cohabiting,51369,0,1,1,25/10/2012,84,297,7,79,0,11,182,576,2,8,4,8,0,0,South Africa,0
3138,1957,69,Bachelors Degree,Single,91249,0,0,0,20/10/2012,84,1324,27,119,71,108,27,1676,0,7,6,4,1,0,Spain,4
1440,1979,47,Postgraduate,Cohabiting,52513,0,0,0,04/09/2012,84,367,17,241,104,188,232,1149,2,9,9,7,0,0,Spain,0
4200,1971,55,Masters Degree,Married,44159,1,0,1,17/06/2014,85,167,2,62,24,13,7,275,4,4,6,5,0,0,South Africa,0
4998,1963,63,Bachelors Degree,Cohabiting,76081,0,0,0,23/05/2014,85,292,30,415,63,33,200,1033,1,4,4,2,0,0,Spain,1
7321,1963,63,Bachelors Degree,Cohabiting,76081,0,0,0,23/05/2014,85,292,30,415,63,33,200,1033,1,4,4,2,0,0,India,1
8663,1975,51,Bachelors Degree,Divorced,39996,1,1,2,22/05/2014,85,11,0,3,0,0,1,15,1,1,2,6,0,0,Australia,0
1958,1974,52,Doctorate (PhD),Cohabiting,55012,0,1,1,21/03/2014,85,582,0,65,0,0,13,660,6,8,9,5,0,0,Spain,0
6963,1948,78,Bachelors Degree,Single,77457,0,0,0,05/03/2014,85,675,11,400,15,45,11,1157,1,2,10,1,0,0,South Africa,1
1065,1964,62,Bachelors Degree,Single,80695,0,0,0,29/12/2013,85,557,129,984,193,37,18,1918,1,5,5,2,0,0,United States,0
2712,1957,69,Bachelors Degree,Married,71866,0,1,1,25/12/2013,85,184,178,178,103,39,33,715,1,6,10,3,0,0,Australia,0
6049,1983,43,Masters Degree,Cohabiting,73450,0,0,0,05/12/2013,85,1142,51,415,90,69,37,1804,1,7,11,3,0,0,Spain,2
6605,1945,81,Doctorate (PhD),Divorced,55614,0,0,0,27/11/2013,85,504,13,131,8,0,26,682,1,9,6,7,0,0,Spain,1
11181,1950,76,Doctorate (PhD),Married,156924,0,0,0,29/08/2013,85,2,1,2,1,1,1,8,0,0,0,0,0,0,Canada,0
5234,1968,58,Postgraduate,Cohabiting,30753,1,1,2,11/07/2013,85,12,5,25,0,9,30,81,2,1,3,5,0,0,Canada,0
5253,1957,69,Masters Degree,Cohabiting,54603,1,1,2,09/07/2013,85,145,13,46,17,2,4,227,6,4,4,7,0,0,Spain,0
11148,1976,50,Bachelors Degree,Cohabiting,22280,1,0,1,19/05/2013,85,2,1,4,3,1,2,13,1,1,2,8,0,0,Spain,0
6289,1952,74,Masters Degree,Cohabiting,59385,1,1,2,28/04/2013,85,135,0,10,0,4,36,185,2,3,4,5,0,0,Spain,0
9743,1956,70,Bachelors Degree,Married,76998,0,1,1,11/01/2013,85,1449,89,161,69,35,107,1910,2,11,8,6,0,0,Canada,1
9209,1972,54,Masters Degree,Cohabiting,80573,0,0,0,14/10/2012,85,829,138,430,60,92,15,1564,1,4,13,2,0,0,South Africa,0
6417,1972,54,Masters Degree,Cohabiting,80573,0,0,0,14/10/2012,85,829,138,430,60,92,15,1564,1,4,13,2,0,0,Spain,0
7937,1983,43,Bachelors Degree,Married,24711,0,0,0,18/04/2014,86,10,7,25,6,3,7,58,1,3,3,7,0,0,Spain,0
6488,1960,66,Doctorate (PhD),Married,38829,0,1,1,06/04/2014,86,76,0,7,0,0,16,99,1,3,2,5,0,0,Germany,0
3194,1975,51,Doctorate (PhD),Single,71466,0,0,0,05/04/2014,86,412,12,546,78,182,0,1230,1,4,10,1,0,0,Canada,0
231,1957,69,Masters Degree,Cohabiting,28839,1,1,2,11/03/2014,86,24,0,7,0,0,1,32,2,2,3,5,0,0,Spain,0
9697,1952,74,Bachelors Degree,Married,53790,0,2,2,06/03/2014,86,335,42,127,28,5,5,542,3,7,8,6,0,0,Spain,0
4676,1952,74,Masters Degree,Widow,73705,0,2,2,05/03/2014,86,612,91,520,258,107,107,1695,2,9,8,5,0,0,Spain,0
8079,1983,43,Bachelors Degree,Married,22448,1,0,1,26/02/2014,86,3,1,8,23,2,18,55,3,2,3,3,0,0,South Africa,0
10032,1977,49,Bachelors Degree,Divorced,12571,1,0,1,18/01/2014,86,3,5,14,2,12,17,53,4,3,3,6,0,0,South Africa,0
10505,1961,65,Masters Degree,Cohabiting,73113,0,0,0,26/12/2013,86,741,19,154,50,9,28,1001,1,3,7,2,0,0,South Africa,0
2005,1991,35,Bachelors Degree,Married,35765,1,0,1,11/12/2013,86,22,3,30,0,5,15,75,2,2,4,6,0,0,Canada,0
6940,1967,59,Doctorate (PhD),Single,46734,1,2,3,21/10/2013,86,100,1,39,6,1,76,223,4,3,3,6,0,0,Spain,1
2304,1964,62,Doctorate (PhD),Cohabiting,66313,0,1,1,16/09/2013,86,625,7,99,10,22,7,770,2,6,12,4,0,0,South Africa,0
3170,1958,68,Masters Degree,Cohabiting,68148,0,0,0,31/08/2013,86,389,66,408,37,57,85,1042,1,4,6,2,0,0,Spain,0
10466,1966,60,Bachelors Degree,Married,44393,1,1,2,22/08/2013,86,24,2,20,2,2,10,60,2,1,4,4,0,0,Spain,0
7325,1987,39,Doctorate (PhD),Cohabiting,38197,1,0,1,29/06/2013,86,23,0,11,2,1,3,40,1,1,3,5,0,0,Spain,0
455,1947,79,Doctorate (PhD),Married,51012,0,0,0,18/04/2013,86,102,9,63,2,9,24,209,1,4,4,6,0,0,Spain,0
4547,1961,65,Bachelors Degree,Cohabiting,13672,1,1,2,17/04/2013,86,6,2,9,2,1,5,25,2,1,3,8,0,0,Spain,0
6825,1954,72,Bachelors Degree,Cohabiting,41452,1,1,2,06/03/2013,86,13,0,3,0,0,0,16,1,1,2,7,0,0,Canada,0
2961,1983,43,Bachelors Degree,Married,42081,1,0,1,26/02/2013,86,175,10,110,54,6,27,382,2,6,4,6,0,0,Spain,1
